GH2.hmm	752	gene_1478|GeneMark.hmm|1089_aa|+|118|3387	1089	3.1e-216	21	751	54	954	0.970744680851064
GT2.hmm	168	gene_1483|GeneMark.hmm|354_aa|-|659|1723	354	2e-33	1	134	7	138	0.791666666666667
CBM66.hmm	155	gene_1552|GeneMark.hmm|478_aa|+|4|1440	478	3.6e-09	31	154	61	190	0.793548387096774
CBM50.hmm	40	gene_1557|GeneMark.hmm|438_aa|+|4954|6270	438	1.8e-12	1	39	395	436	0.95
GH23.hmm	135	gene_1557|GeneMark.hmm|438_aa|+|4954|6270	438	4.6e-24	3	120	137	270	0.866666666666667
GH3.hmm	216	gene_1577|GeneMark.hmm|851_aa|-|103|2658	851	3.5e-70	4	215	43	287	0.976851851851852
GT2.hmm	168	gene_1600|GeneMark.hmm|384_aa|+|5518|6672	384	4.9e-06	1	118	59	182	0.696428571428571
CE3.hmm	194	gene_1627|GeneMark.hmm|235_aa|+|7591|8298	235	7.3e-12	35	183	41	213	0.762886597938144
GH38.hmm	269	gene_1634|GeneMark.hmm|1190_aa|-|5050|8622	1190	1.1e-52	1	231	17	249	0.855018587360595
CBM32.hmm	124	gene_1634|GeneMark.hmm|1190_aa|-|5050|8622	1190	9.2e-14	11	110	1068	1173	0.798387096774194
GH2.hmm	752	gene_1655|GeneMark.hmm|815_aa|-|1869|4316	815	9.5e-119	30	468	34	579	0.582446808510638
GH30_4.hmm	478	gene_1656|GeneMark.hmm|535_aa|-|4347|5954	535	1.3e-178	4	478	43	531	0.99163179916318
GH23.hmm	135	gene_1710|GeneMark.hmm|147_aa|-|9219|9662	147	2.4e-20	15	123	52	143	0.8
CBM48.hmm	76	gene_1716|GeneMark.hmm|646_aa|-|7068|9008	646	1.4e-21	3	70	22	105	0.881578947368421
GH13_9.hmm	291	gene_1716|GeneMark.hmm|646_aa|-|7068|9008	646	2.9e-98	3	290	179	465	0.986254295532646
GH38.hmm	269	gene_1765|GeneMark.hmm|1147_aa|-|361|3804	1147	1.7e-18	1	259	301	573	0.95910780669145
GH31.hmm	427	gene_1785|GeneMark.hmm|684_aa|+|4611|6665	684	1.3e-139	2	426	130	611	0.992974238875878
CE3.hmm	194	gene_1790|GeneMark.hmm|244_aa|-|16|750	244	1.2e-09	68	180	92	212	0.577319587628866
GH25.hmm	177	gene_1792|GeneMark.hmm|371_aa|-|1136|2251	371	1.7e-28	1	175	40	220	0.983050847457627
GT19.hmm	354	gene_1808|GeneMark.hmm|378_aa|+|2090|3226	378	3.3e-108	2	351	4	355	0.985875706214689
CBM32.hmm	124	gene_1816|GeneMark.hmm|635_aa|-|1496|3403	635	1.2e-12	15	120	510	626	0.846774193548387
GH31.hmm	427	gene_1836|GeneMark.hmm|783_aa|-|2|2350	783	5.6e-143	1	427	209	682	0.997658079625293
GH29.hmm	346	gene_1837|GeneMark.hmm|499_aa|-|2404|3903	499	3e-91	38	346	3	382	0.890173410404624
GH2.hmm	752	gene_1838|GeneMark.hmm|1035_aa|-|4078|7185	1035	1.5e-215	22	751	46	915	0.969414893617021
GH42.hmm	371	gene_1839|GeneMark.hmm|687_aa|-|7208|9271	687	9.3e-114	2	370	35	399	0.991913746630728
PL8_2.hmm	249	gene_1865|GeneMark.hmm|1012_aa|+|6026|9064	1012	3.5e-82	2	248	602	850	0.987951807228916
GH74.hmm	233	gene_1906|GeneMark.hmm|730_aa|+|955|3147	730	1.6e-18	8	132	88	209	0.532188841201717
GH74.hmm	233	gene_1906|GeneMark.hmm|730_aa|+|955|3147	730	6.5e-17	81	217	214	350	0.583690987124464
GH25.hmm	177	gene_1907|GeneMark.hmm|244_aa|+|3186|3920	244	9.4e-54	1	176	45	215	0.988700564971751
GH5_4.hmm	268	gene_1910|GeneMark.hmm|944_aa|+|6214|9048	944	2.2e-77	3	265	69	351	0.977611940298508
CE1.hmm	227	gene_1927|GeneMark.hmm|737_aa|-|5892|8105	737	2e-13	7	216	500	722	0.920704845814978
CBM50.hmm	40	gene_193|GeneMark.hmm|223_aa|+|8255|8926	223	3.1e-14	1	40	174	222	0.975
CBM13.hmm	188	gene_1942|GeneMark.hmm|273_aa|+|5162|5983	273	7e-23	6	148	13	162	0.75531914893617
GH20.hmm	337	gene_1949|GeneMark.hmm|544_aa|+|1554|3188	544	2.9e-120	14	335	162	510	0.952522255192878
GT27.hmm	295	gene_1954|GeneMark.hmm|337_aa|+|7934|8947	337	6.7e-23	2	236	6	233	0.793220338983051
CBM12.hmm	34	gene_203|GeneMark.hmm|205_aa|+|16714|17331	205	3.2e-10	3	34	106	137	0.911764705882353
CE3.hmm	194	gene_2045|GeneMark.hmm|601_aa|+|4633|6438	601	1.1e-10	49	184	448	591	0.695876288659794
CBM16.hmm	116	gene_2078|GeneMark.hmm|422_aa|+|243|1511	422	6.3e-08	22	108	37	134	0.741379310344828
GH78.hmm	504	gene_2080|GeneMark.hmm|668_aa|+|2618|4624	668	3.1e-10	209	494	359	646	0.56547619047619
GH97.hmm	631	gene_2081|GeneMark.hmm|658_aa|+|4640|6616	658	7.7e-186	11	630	18	652	0.980982567353407
GH110.hmm	548	gene_2082|GeneMark.hmm|580_aa|+|6641|8383	580	1.3e-143	2	547	28	575	0.994525547445255
CBM50.hmm	40	gene_20|GeneMark.hmm|69_aa|+|16535|16744	69	6.9e-06	1	28	2	32	0.675
GT2.hmm	168	gene_2122|GeneMark.hmm|326_aa|-|6735|7715	326	1.5e-32	2	129	5	131	0.755952380952381
GT2.hmm	168	gene_2123|GeneMark.hmm|298_aa|-|7862|8758	298	9.9e-25	10	164	2	151	0.916666666666667
GH73.hmm	128	gene_2151|GeneMark.hmm|516_aa|+|4238|5788	516	1.1e-34	2	128	13	145	0.984375
GH73.hmm	128	gene_2159|GeneMark.hmm|518_aa|-|3005|4561	518	5.7e-35	2	128	12	144	0.984375
GH3.hmm	216	gene_2208|GeneMark.hmm|694_aa|-|2355|4439	694	4e-69	3	213	58	274	0.972222222222222
CE10.hmm	341	gene_2213|GeneMark.hmm|292_aa|+|1326|2204	292	3.7e-30	69	332	51	288	0.771260997067449
GT14.hmm	250	gene_2218|GeneMark.hmm|311_aa|+|6068|7003	311	7.1e-37	1	247	13	258	0.984
GH26.hmm	303	gene_2432|GeneMark.hmm|371_aa|+|80|1195	371	2.8e-65	4	298	35	361	0.97029702970297
GH130.hmm	296	gene_2433|GeneMark.hmm|390_aa|+|1218|2390	390	1.4e-91	9	295	57	361	0.966216216216216
CE3.hmm	194	gene_2436|GeneMark.hmm|259_aa|+|5046|5825	259	2e-08	7	191	31	251	0.948453608247423
CBM67.hmm	176	gene_2442|GeneMark.hmm|768_aa|-|3448|5754	768	2.6e-36	2	172	27	205	0.965909090909091
GH78.hmm	504	gene_2442|GeneMark.hmm|768_aa|-|3448|5754	768	8.4e-99	7	502	247	749	0.982142857142857
GH3.hmm	216	gene_2443|GeneMark.hmm|818_aa|-|5754|8210	818	2.8e-64	3	216	148	378	0.986111111111111
GH23.hmm	135	gene_2523|GeneMark.hmm|457_aa|+|2850|4223	457	3.8e-26	2	119	162	296	0.866666666666667
CBM50.hmm	40	gene_2523|GeneMark.hmm|457_aa|+|2850|4223	457	4.6e-15	1	39	412	454	0.95
GH112.hmm	715	gene_2532|GeneMark.hmm|719_aa|-|3901|6060	719	0	1	715	8	718	0.998601398601399
GT2.hmm	168	gene_254|GeneMark.hmm|389_aa|-|9238|10407	389	1.9e-20	3	138	15	146	0.803571428571429
CE4.hmm	130	gene_257|GeneMark.hmm|228_aa|-|11392|12078	228	4.3e-34	8	123	37	155	0.884615384615385
GT4.hmm	160	gene_2640|GeneMark.hmm|295_aa|+|4576|5463	295	1e-31	9	155	119	260	0.9125
GH1.hmm	429	gene_2672|GeneMark.hmm|473_aa|+|3204|4625	473	1.7e-143	7	426	4	464	0.976689976689977
CBM32.hmm	124	gene_2685|GeneMark.hmm|961_aa|+|2397|5282	961	1.3e-26	9	123	708	821	0.919354838709677
GH2.hmm	752	gene_2685|GeneMark.hmm|961_aa|+|2397|5282	961	3.3e-77	56	491	50	650	0.578457446808511
GH5_4.hmm	268	gene_2691|GeneMark.hmm|460_aa|-|22|1404	460	2.1e-74	4	264	146	429	0.970149253731343
CE4.hmm	130	gene_2717|GeneMark.hmm|203_aa|+|5811|6422	203	3.8e-26	4	123	21	135	0.915384615384615
GH144.hmm	404	gene_2718|GeneMark.hmm|442_aa|-|6446|7774	442	3e-190	2	403	27	439	0.992574257425743
GH3.hmm	216	gene_2719|GeneMark.hmm|988_aa|-|66|3032	988	1.3e-55	4	216	90	314	0.981481481481482
GH3.hmm	216	gene_2720|GeneMark.hmm|949_aa|-|3131|5980	949	5.8e-59	4	216	51	275	0.981481481481482
GH20.hmm	337	gene_2747|GeneMark.hmm|510_aa|+|2|1534	510	2.3e-104	39	336	1	317	0.881305637982196
CBM32.hmm	124	gene_2747|GeneMark.hmm|510_aa|+|2|1534	510	6.4e-12	18	109	384	494	0.733870967741935
GH13.hmm	299	gene_2773|GeneMark.hmm|772_aa|+|3830|6148	772	3.7e-63	12	295	160	622	0.946488294314381
GH13.hmm	299	gene_2774|GeneMark.hmm|435_aa|+|6189|7496	435	4.8e-56	12	290	36	315	0.929765886287625
GH77.hmm	494	gene_2802|GeneMark.hmm|513_aa|+|1596|3137	513	1.3e-168	1	483	8	505	0.975708502024291
GT2.hmm	168	gene_2839|GeneMark.hmm|329_aa|-|6005|6994	329	6.6e-22	1	164	4	165	0.970238095238095
GH2.hmm	752	gene_2865|GeneMark.hmm|793_aa|+|2033|4414	793	6e-95	30	491	3	527	0.613031914893617
PL12.hmm	138	gene_2888|GeneMark.hmm|598_aa|+|3208|5004	598	1.5e-11	2	80	392	473	0.565217391304348
CBM32.hmm	124	gene_2889|GeneMark.hmm|264_aa|+|5016|5810	264	0.00053	9	72	133	210	0.508064516129032
CE1.hmm	227	gene_2895|GeneMark.hmm|699_aa|+|5004|7103	699	3.7e-19	5	216	447	687	0.929515418502203
CBM30.hmm	91	gene_2939|GeneMark.hmm|804_aa|-|2770|5184	804	5.6e-06	14	90	250	317	0.835164835164835
GH9.hmm	418	gene_2939|GeneMark.hmm|804_aa|-|2770|5184	804	6.4e-33	2	418	331	800	0.995215311004785
GT2.hmm	168	gene_2961|GeneMark.hmm|311_aa|-|3745|4680	311	1.3e-25	1	123	8	133	0.726190476190476
CE1.hmm	227	gene_2973|GeneMark.hmm|562_aa|+|1637|3325	562	7.2e-17	20	185	301	457	0.726872246696035
GH95.hmm	722	gene_2975|GeneMark.hmm|776_aa|-|88|2418	776	1.3e-259	24	716	1	741	0.958448753462604
GH3.hmm	216	gene_2976|GeneMark.hmm|737_aa|-|2725|4938	737	1.6e-65	2	215	61	282	0.986111111111111
GH2.hmm	752	gene_2977|GeneMark.hmm|855_aa|-|4986|7553	855	9.8e-124	27	532	23	739	0.671542553191489
GH92.hmm	491	gene_2996|GeneMark.hmm|774_aa|-|65|2389	774	4.6e-174	3	491	251	755	0.993890020366599
GH92.hmm	491	gene_2997|GeneMark.hmm|784_aa|-|2440|4794	784	2.7e-164	2	491	296	778	0.995926680244399
GH38.hmm	269	gene_2998|GeneMark.hmm|859_aa|-|4804|7383	859	1.1e-28	33	184	58	210	0.561338289962825
GH109.hmm	126	gene_3022|GeneMark.hmm|336_aa|-|4334|5344	336	7.2e-12	2	117	3	109	0.912698412698413
GH109.hmm	126	gene_3023|GeneMark.hmm|408_aa|-|5401|6627	408	2.1e-11	1	118	8	129	0.928571428571429
GT2.hmm	168	gene_3033|GeneMark.hmm|399_aa|+|3172|4371	399	2.6e-22	1	120	86	205	0.708333333333333
GT4.hmm	160	gene_3034|GeneMark.hmm|370_aa|+|4386|5498	370	7.1e-27	8	124	194	307	0.725
GT35.hmm	674	gene_3043|GeneMark.hmm|839_aa|+|64|2583	839	6.1e-129	20	629	109	692	0.903560830860534
GH1.hmm	429	gene_3089|GeneMark.hmm|504_aa|+|5805|7319	504	3.5e-146	5	428	3	500	0.986013986013986
GH31.hmm	427	gene_3126|GeneMark.hmm|834_aa|-|9|2513	834	8.6e-149	1	426	234	683	0.995316159250585
GH66.hmm	556	gene_3127|GeneMark.hmm|601_aa|-|2542|4347	601	8.7e-191	2	555	50	601	0.994604316546763
GH32.hmm	293	gene_3167|GeneMark.hmm|465_aa|+|3135|4532	465	5.3e-92	1	293	33	337	0.996587030716723
GH133.hmm	372	gene_3194|GeneMark.hmm|507_aa|-|2|1522	507	8.1e-102	7	372	151	501	0.981182795698925
CE3.hmm	194	gene_3198|GeneMark.hmm|223_aa|-|3570|4241	223	5.4e-15	54	189	70	214	0.695876288659794
GH105.hmm	332	gene_3231|GeneMark.hmm|325_aa|-|5976|6953	325	6e-114	24	330	1	323	0.921686746987952
GT28.hmm	157	gene_3279|GeneMark.hmm|375_aa|+|3394|4521	375	6.8e-48	2	155	195	358	0.974522292993631
GH78.hmm	504	gene_3317|GeneMark.hmm|822_aa|+|2|2470	822	2e-151	3	504	282	807	0.994047619047619
CBM67.hmm	176	gene_3317|GeneMark.hmm|822_aa|+|2|2470	822	2e-19	12	153	102	251	0.801136363636364
GH43_28.hmm	258	gene_3319|GeneMark.hmm|604_aa|-|3433|5247	604	3.2e-109	1	258	29	333	0.996124031007752
CBM32.hmm	124	gene_3319|GeneMark.hmm|604_aa|-|3433|5247	604	6.3e-21	8	109	372	497	0.814516129032258
GH2.hmm	752	gene_3320|GeneMark.hmm|624_aa|-|5254|7128	624	5.8e-73	132	532	1	480	0.531914893617021
GT14.hmm	250	gene_3328|GeneMark.hmm|303_aa|+|1178|2089	303	2.6e-44	1	220	4	233	0.876
GT4.hmm	160	gene_3331|GeneMark.hmm|421_aa|+|4096|5361	421	2e-25	18	153	251	384	0.84375
GT2.hmm	168	gene_3332|GeneMark.hmm|248_aa|+|5354|6100	248	1e-22	1	129	10	136	0.761904761904762
GH130.hmm	296	gene_338|GeneMark.hmm|339_aa|+|3674|4693	339	2.9e-93	1	296	27	324	0.996621621621622
GT2.hmm	168	gene_3404|GeneMark.hmm|390_aa|-|1534|2706	390	7.6e-19	3	165	54	213	0.964285714285714
GT2.hmm	168	gene_3407|GeneMark.hmm|314_aa|-|5286|6230	314	5.9e-34	1	124	7	129	0.732142857142857
GH130.hmm	296	gene_340|GeneMark.hmm|396_aa|+|6004|7194	396	1.6e-91	2	294	52	362	0.986486486486487
GH2.hmm	752	gene_3410|GeneMark.hmm|903_aa|-|2|2710	903	5.3e-71	22	544	21	680	0.694148936170213
GH2.hmm	752	gene_3411|GeneMark.hmm|544_aa|-|2707|4341	544	8.1e-93	54	463	25	502	0.543882978723404
GH97.hmm	631	gene_3412|GeneMark.hmm|664_aa|-|4543|6537	664	9.2e-210	4	630	12	661	0.992076069730586
GH36.hmm	688	gene_342|GeneMark.hmm|721_aa|+|7909|10074	721	5.1e-242	1	687	8	703	0.997093023255814
GH3.hmm	216	gene_3495|GeneMark.hmm|586_aa|-|3|1760	586	3.5e-67	5	216	80	295	0.976851851851852
GH20.hmm	337	gene_3496|GeneMark.hmm|617_aa|-|1771|3624	617	4.4e-112	9	336	118	486	0.970326409495549
GH3.hmm	216	gene_3515|GeneMark.hmm|766_aa|+|409|2709	766	6.1e-70	2	216	28	249	0.990740740740741
GH94.hmm	1036	gene_3518|GeneMark.hmm|742_aa|-|4684|6912	742	1.9e-254	397	1036	58	739	0.616795366795367
CBM50.hmm	40	gene_356|GeneMark.hmm|509_aa|-|2839|4368	509	0.00077	1	28	463	494	0.675
GT19.hmm	354	gene_3576|GeneMark.hmm|320_aa|-|5896|6858	320	3.9e-89	56	351	1	296	0.833333333333333
GT2.hmm	168	gene_3611|GeneMark.hmm|384_aa|-|4450|5604	384	3.6e-06	1	118	59	182	0.696428571428571
GH3.hmm	216	gene_3613|GeneMark.hmm|1023_aa|+|298|3369	1023	5.7e-50	31	212	721	929	0.837962962962963
GH3.hmm	216	gene_3614|GeneMark.hmm|805_aa|+|3439|5856	805	2.5e-67	7	204	33	237	0.912037037037037
CE3.hmm	194	gene_3684|GeneMark.hmm|297_aa|-|2271|3164	297	2.1e-08	33	184	107	285	0.778350515463918
GT4.hmm	160	gene_3718|GeneMark.hmm|532_aa|-|3168|4766	532	3.4e-21	8	157	349	500	0.93125
GH23.hmm	135	gene_3763|GeneMark.hmm|326_aa|-|3007|3987	326	5.7e-25	2	126	97	234	0.918518518518519
GH24.hmm	137	gene_3801|GeneMark.hmm|144_aa|+|5321|5755	144	1e-44	7	137	9	135	0.948905109489051
GH88.hmm	329	gene_3817|GeneMark.hmm|385_aa|-|5391|6548	385	2.3e-131	6	328	56	379	0.978723404255319
GH2.hmm	752	gene_3843|GeneMark.hmm|823_aa|+|2815|5286	823	2.8e-99	29	471	3	588	0.587765957446808
GH3.hmm	216	gene_3860|GeneMark.hmm|756_aa|-|3|2270	756	9.3e-72	3	216	97	318	0.986111111111111
GH36.hmm	688	gene_3861|GeneMark.hmm|735_aa|-|2283|4490	735	5.3e-205	4	687	26	708	0.992732558139535
GT51.hmm	177	gene_388|GeneMark.hmm|801_aa|+|3722|6127	801	9.5e-59	1	176	64	266	0.988700564971751
GH43_12.hmm	289	gene_3890|GeneMark.hmm|525_aa|+|2|1579	525	3.5e-113	1	289	27	302	0.996539792387543
GH2.hmm	752	gene_3896|GeneMark.hmm|801_aa|-|2133|4538	801	2.3e-103	33	492	7	532	0.610372340425532
GH97.hmm	631	gene_3900|GeneMark.hmm|638_aa|+|50|1966	638	2.8e-182	6	628	5	636	0.985736925515055
GH51.hmm	630	gene_3901|GeneMark.hmm|821_aa|+|2270|4735	821	1.2e-102	108	542	354	816	0.688888888888889
GH65.hmm	372	gene_3911|GeneMark.hmm|772_aa|-|143|2461	772	1.6e-134	1	369	322	700	0.989247311827957
GH25.hmm	177	gene_3959|GeneMark.hmm|208_aa|+|1963|2589	208	6.2e-55	1	177	10	185	0.994350282485876
GT4.hmm	160	gene_3976|GeneMark.hmm|400_aa|-|2953|4155	400	2.4e-08	30	154	243	367	0.775
GT4.hmm	160	gene_3977|GeneMark.hmm|373_aa|-|4168|5289	373	1.2e-33	8	157	194	343	0.93125
GT2.hmm	168	gene_3979|GeneMark.hmm|331_aa|-|2|994	331	3e-37	1	113	3	114	0.666666666666667
GT2.hmm	168	gene_3980|GeneMark.hmm|303_aa|-|991|1902	303	2.4e-19	2	107	15	120	0.625
GT4.hmm	160	gene_3981|GeneMark.hmm|367_aa|-|1884|2987	367	8.9e-27	7	117	188	297	0.6875
GT32.hmm	90	gene_3982|GeneMark.hmm|230_aa|-|3020|3712	230	1.5e-21	3	89	20	97	0.955555555555556
GT4.hmm	160	gene_3983|GeneMark.hmm|385_aa|-|3726|4883	385	1.2e-23	7	157	213	360	0.9375
GH1.hmm	429	gene_3990|GeneMark.hmm|479_aa|-|4638|6077	479	4.3e-151	4	428	3	475	0.988344988344988
CBM50.hmm	40	gene_39|GeneMark.hmm|318_aa|+|30731|31687	318	1.4e-12	1	40	271	316	0.975
CE8.hmm	288	gene_4004|GeneMark.hmm|315_aa|+|2657|3604	315	7.6e-74	2	278	4	302	0.958333333333333
GT32.hmm	90	gene_4054|GeneMark.hmm|246_aa|-|3618|4358	246	1.4e-27	4	87	22	96	0.922222222222222
GH109.hmm	126	gene_4080|GeneMark.hmm|328_aa|-|3602|4588	328	4.8e-15	1	125	6	122	0.984126984126984
GH3.hmm	216	gene_4084|GeneMark.hmm|789_aa|-|258|2627	789	1.2e-63	5	215	129	356	0.972222222222222
GH3.hmm	216	gene_4085|GeneMark.hmm|774_aa|-|2884|5208	774	4.3e-70	4	214	78	292	0.972222222222222
CE1.hmm	227	gene_4086|GeneMark.hmm|383_aa|-|5213|6364	383	2.1e-56	1	222	143	380	0.973568281938326
CBM48.hmm	76	gene_4086|GeneMark.hmm|383_aa|-|5213|6364	383	6.7e-07	10	67	24	100	0.75
CE1.hmm	227	gene_4111|GeneMark.hmm|388_aa|-|101|1267	388	4.1e-53	1	222	145	385	0.973568281938326
CBM48.hmm	76	gene_4111|GeneMark.hmm|388_aa|-|101|1267	388	4.8e-07	10	58	27	97	0.631578947368421
CE1.hmm	227	gene_4112|GeneMark.hmm|281_aa|-|1354|2199	281	1.3e-56	1	223	24	275	0.977973568281938
GH3.hmm	216	gene_4113|GeneMark.hmm|776_aa|-|2334|4664	776	4.9e-71	4	214	62	276	0.972222222222222
CBM50.hmm	40	gene_411|GeneMark.hmm|464_aa|+|13577|14971	464	1.3e-16	1	40	418	461	0.975
GH23.hmm	135	gene_411|GeneMark.hmm|464_aa|+|13577|14971	464	3.8e-26	2	121	166	301	0.881481481481482
GH1.hmm	429	gene_4187|GeneMark.hmm|479_aa|+|2895|4334	479	3.3e-149	3	428	2	475	0.990675990675991
GH3.hmm	216	gene_4198|GeneMark.hmm|744_aa|-|3980|6214	744	1e-53	8	213	167	427	0.949074074074074
GH74.hmm	233	gene_4202|GeneMark.hmm|749_aa|-|3825|6074	749	2.5e-21	78	214	212	352	0.583690987124464
GT2.hmm	168	gene_420|GeneMark.hmm|326_aa|+|6772|7752	326	2.1e-16	2	167	8	178	0.982142857142857
GH63.hmm	570	gene_4243|GeneMark.hmm|644_aa|-|197|2131	644	1.5e-113	245	568	197	642	0.566666666666667
GH2.hmm	752	gene_4244|GeneMark.hmm|962_aa|-|2149|5037	962	6.3e-219	49	748	5	823	0.929521276595745
GH2.hmm	752	gene_4268|GeneMark.hmm|1012_aa|-|2925|5963	1012	8.6e-228	25	749	39	887	0.962765957446808
GH3.hmm	216	gene_4287|GeneMark.hmm|982_aa|+|82|3030	982	8.7e-49	23	215	702	896	0.888888888888889
GH3.hmm	216	gene_4288|GeneMark.hmm|807_aa|+|3134|5557	807	3.4e-64	7	204	33	237	0.912037037037037
CE10.hmm	341	gene_4293|GeneMark.hmm|839_aa|-|2987|5506	839	1.9e-17	91	316	592	808	0.659824046920821
GH31.hmm	427	gene_4308|GeneMark.hmm|746_aa|+|1550|3790	746	1.6e-103	1	426	183	612	0.995316159250585
GH3.hmm	216	gene_433|GeneMark.hmm|754_aa|-|5067|7331	754	3.2e-71	3	216	92	313	0.986111111111111
GH144.hmm	404	gene_434|GeneMark.hmm|458_aa|-|7478|8854	458	3.3e-189	3	403	47	457	0.99009900990099
CBM32.hmm	124	gene_435|GeneMark.hmm|699_aa|-|8887|10986	699	4.6e-21	11	107	479	589	0.774193548387097
GH43_28.hmm	258	gene_435|GeneMark.hmm|699_aa|-|8887|10986	699	7.5e-103	2	258	172	437	0.992248062015504
SLH.hmm	42	gene_4380|GeneMark.hmm|718_aa|-|199|2355	718	9.6e-11	1	42	88	129	0.976190476190476
GT2.hmm	168	gene_4394|GeneMark.hmm|390_aa|+|2324|3496	390	1.7e-16	1	165	57	223	0.976190476190476
GT9.hmm	225	gene_4397|GeneMark.hmm|317_aa|+|1|954	317	1.7e-36	3	217	54	292	0.951111111111111
GH2.hmm	752	gene_4412|GeneMark.hmm|603_aa|+|4230|6041	603	1.3e-99	22	427	29	509	0.538563829787234
PL8_3.hmm	250	gene_4459|GeneMark.hmm|670_aa|-|1022|3034	670	5.9e-65	2	249	321	551	0.988
GH20.hmm	337	gene_4509|GeneMark.hmm|706_aa|-|3854|5974	706	1.1e-127	8	335	88	441	0.970326409495549
CBM32.hmm	124	gene_4509|GeneMark.hmm|706_aa|-|3854|5974	706	4.7e-12	14	109	566	681	0.766129032258065
CE9.hmm	373	gene_4566|GeneMark.hmm|392_aa|-|3043|4221	392	1.1e-117	1	373	20	388	0.997319034852547
GH43_31.hmm	272	gene_4590|GeneMark.hmm|315_aa|+|189|1136	315	1.6e-112	4	271	35	293	0.981617647058823
GH43_31.hmm	272	gene_4591|GeneMark.hmm|322_aa|+|1140|2108	322	5.6e-109	4	270	32	296	0.977941176470588
GH43_3.hmm	286	gene_4592|GeneMark.hmm|291_aa|+|2268|3143	291	2.2e-109	10	286	1	275	0.965034965034965
CBM67.hmm	176	gene_4593|GeneMark.hmm|875_aa|+|3248|5875	875	1.2e-39	15	172	130	295	0.892045454545455
GH78.hmm	504	gene_4593|GeneMark.hmm|875_aa|+|3248|5875	875	1.6e-156	2	504	318	836	0.996031746031746
