#queryid	MCT.f.0392	MCT.f.0393	MCT.f.0394	MCT.f.0395	MCT.f.0396	MCT.f.0397	MCT.f.0398	MCT.f.0399	MCT.f.0400	MCT.f.0402	MCT.f.0403	MCT.f.0404	MCT.f.0405	MCT.f.0406	MCT.f.0407	MCT.f.0408	taxonomy
cazy_0063_gene_11682	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0455_gene_4457	0.0	6.0	5.0	1.0	4.0	0.0	0.0	0.0	3.0	1.0	6.0	0.0	5.0	0.0	0.0	10.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0456_gene_4457	0.0	15.0	10.0	6.0	23.0	4.0	0.0	1.0	17.0	4.0	3.0	2.0	11.0	2.0	0.0	19.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0477_gene_4826	1.0	20.0	9.0	9.0	19.0	3.0	0.0	1.0	10.0	1.0	7.0	3.0	8.0	1.0	0.0	8.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0478_gene_4826	0.0	17.0	5.0	2.0	8.0	1.0	0.0	1.0	4.0	0.0	3.0	0.0	7.0	1.0	0.0	9.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0546_gene_5952	0.0	7.0	2.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0579_gene_6350	0.0	2.0	1.0	1.0	8.0	1.0	0.0	0.0	0.0	3.0	3.0	1.0	5.0	2.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM26
cazy_0398_gene_3837	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0459_gene_4504	1.0	1.0	4.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0620_gene_6932	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0775_gene_9730	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM30
cazy_0025_gene_10813	0.0	5.0	2.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0056_gene_1154	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0124_gene_13453	1.0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0138_gene_14055	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0148_gene_1437	0.0	0.0	2.0	2.0	2.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	4.0	2.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0156_gene_14602	2.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0208_gene_15894	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0241_gene_16785	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0255_gene_1961	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0257_gene_1961	1.0	1.0	3.0	0.0	3.0	2.0	0.0	0.0	3.0	1.0	3.0	1.0	5.0	2.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0285_gene_2400	1.0	1.0	2.0	2.0	6.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	7.0	3.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0291_gene_2473	1.0	3.0	6.0	2.0	9.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	4.0	0.0	6.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0292_gene_2473	0.0	4.0	2.0	0.0	4.0	6.0	0.0	0.0	1.0	3.0	2.0	0.0	9.0	1.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0321_gene_2774	0.0	37.0	21.0	14.0	41.0	7.0	0.0	0.0	27.0	4.0	9.0	3.0	10.0	1.0	0.0	33.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0368_gene_330	0.0	19.0	10.0	8.0	26.0	3.0	0.0	4.0	12.0	2.0	8.0	0.0	8.0	2.0	0.0	22.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0375_gene_3397	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	8.0	2.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0377_gene_3398	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	3.0	1.0	2.0	1.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0390_gene_3693	0.0	1.0	5.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	3.0	2.0	0.0	4.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0449_gene_4425	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	3.0	0.0	1.0	4.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0450_gene_4425	0.0	3.0	2.0	1.0	13.0	2.0	0.0	0.0	2.0	3.0	3.0	0.0	9.0	3.0	0.0	4.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0491_gene_5130	0.0	9.0	3.0	3.0	7.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	2.0	2.0	0.0	6.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0498_gene_5191	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0508_gene_5388	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	5.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0516_gene_5529	1.0	1.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0527_gene_5681	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0529_gene_5703	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	3.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0549_gene_5962	0.0	1.0	2.0	3.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0552_gene_6021	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0554_gene_6053	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0564_gene_6161	0.0	6.0	0.0	2.0	7.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	2.0	0.0	0.0	11.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0578_gene_630	0.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	2.0	1.0	6.0	0.0	4.0	3.0	0.0	5.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0665_gene_7593	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0667_gene_7593	0.0	2.0	5.0	1.0	3.0	5.0	0.0	0.0	2.0	1.0	4.0	0.0	8.0	6.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0687_gene_7943	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	4.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0712_gene_8396	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0722_gene_8596	0.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0723_gene_8596	1.0	2.0	4.0	2.0	7.0	1.0	0.0	0.0	3.0	1.0	6.0	0.0	3.0	3.0	0.0	7.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0725_gene_8601	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0740_gene_874	0.0	51.0	18.0	10.0	36.0	4.0	1.0	1.0	21.0	1.0	11.0	1.0	15.0	8.0	0.0	27.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0777_gene_9768	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM32
cazy_0341_gene_3019	0.0	1.0	2.0	1.0	7.0	3.0	0.0	0.0	1.0	1.0	3.0	0.0	4.0	3.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM35
cazy_0672_gene_7674	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM35
cazy_0429_gene_42	0.0	8.0	4.0	4.0	9.0	0.0	1.0	0.0	6.0	0.0	4.0	1.0	4.0	0.0	0.0	5.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM37
cazy_0573_gene_6249	0.0	55.0	24.0	14.0	37.0	8.0	0.0	2.0	24.0	2.0	13.0	1.0	25.0	2.0	0.0	59.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM4
cazy_0624_gene_6985	0.0	32.0	13.0	4.0	24.0	7.0	0.0	1.0	18.0	3.0	10.0	3.0	10.0	0.0	0.0	27.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM4
cazy_0625_gene_6985	0.0	6.0	1.0	3.0	5.0	1.0	0.0	0.0	1.0	3.0	1.0	0.0	2.0	0.0	0.0	6.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM4
cazy_0373_gene_3395	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM48
cazy_0381_gene_3480	0.0	0.0	0.0	2.0	8.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	2.0	1.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM48
cazy_0570_gene_6246	1.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM48
cazy_0719_gene_8564	3.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM48
cazy_0047_gene_11351	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0053_gene_11516	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0064_gene_11723	0.0	8.0	4.0	1.0	8.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	4.0	0.0	0.0	11.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0173_gene_1497	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0183_gene_1524	1.0	5.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0251_gene_188	0.0	5.0	3.0	2.0	7.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0265_gene_2141	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0276_gene_2299	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0277_gene_2299	0.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0281_gene_2345	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0293_gene_2476	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0295_gene_2567	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0296_gene_2567	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0297_gene_2567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0358_gene_3242	1.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0359_gene_3242	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0411_gene_4112	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0412_gene_4112	1.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0413_gene_4112	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0589_gene_6476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0593_gene_6521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0594_gene_6521	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0595_gene_6521	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0673_gene_7751	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM50
cazy_0361_gene_3270	0.0	60.0	44.0	21.0	70.0	18.0	0.0	5.0	55.0	10.0	16.0	6.0	35.0	6.0	0.0	86.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM57
cazy_0742_gene_8812	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM57
cazy_0074_gene_11858	0.0	5.0	2.0	10.0	19.0	2.0	0.0	0.0	9.0	1.0	0.0	0.0	6.0	1.0	0.0	13.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM6
cazy_0100_gene_1281	0.0	13.0	7.0	4.0	7.0	1.0	0.0	1.0	7.0	3.0	3.0	0.0	5.0	3.0	0.0	12.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM6
cazy_0316_gene_276	0.0	14.0	4.0	7.0	15.0	1.0	0.0	1.0	5.0	1.0	5.0	0.0	15.0	2.0	0.0	22.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM6
cazy_0104_gene_12890	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM66
cazy_0346_gene_3161	3.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	4.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM66
cazy_0693_gene_7995	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	2.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM66
cazy_0698_gene_8161	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM66
cazy_0081_gene_12179	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0260_gene_2046	1.0	12.0	11.0	3.0	7.0	0.0	0.0	1.0	2.0	1.0	8.0	0.0	4.0	0.0	0.0	9.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0432_gene_423	0.0	47.0	24.0	18.0	41.0	8.0	0.0	4.0	27.0	5.0	14.0	6.0	22.0	2.0	0.0	47.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0440_gene_427	0.0	84.0	33.0	28.0	73.0	13.0	1.0	3.0	64.0	10.0	24.0	5.0	28.0	5.0	0.0	60.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0538_gene_5898	0.0	2.0	5.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0	3.0	0.0	1.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0539_gene_5915	0.0	2.0	5.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	7.0	1.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0612_gene_6796	1.0	4.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
cazy_0630_gene_700	0.0	62.0	33.0	16.0	66.0	5.0	0.0	3.0	31.0	4.0	18.0	2.0	17.0	7.0	0.0	50.0	L1_CAZyme;L2_Associated_Modules;L3_Carbohydrate-BindingModules;L4_CBM67
